sector_scope,dimension,bucket,horizon,observations,unique_issuers,support_status,support_min_observations,support_min_issuers,uncertainty_contract,mean_return,median_return,positive_return_rate,mean_excess_return,median_excess_return,outperform_0050_rate,standard_deviation,p25_return,p75_return,issuer_cluster_mean_return_se,issuer_cluster_mean_return_ci95_low,issuer_cluster_mean_return_ci95_high,time_cluster_mean_return_se,time_cluster_mean_return_ci95_low,time_cluster_mean_return_ci95_high,issuer_cluster_mean_excess_se,issuer_cluster_mean_excess_ci95_low,issuer_cluster_mean_excess_ci95_high,time_cluster_mean_excess_se,time_cluster_mean_excess_ci95_low,time_cluster_mean_excess_ci95_high,issuer_cluster_median_return_ci95_low,issuer_cluster_median_return_ci95_high,time_cluster_median_return_ci95_low,time_cluster_median_return_ci95_high,issuer_cluster_median_excess_ci95_low,issuer_cluster_median_excess_ci95_high,time_cluster_median_excess_ci95_low,time_cluster_median_excess_ci95_high,median_return_lift_vs_all,median_excess_return_lift_vs_all,outperform_rate_lift_vs_all
CYCLICAL,VALUATION,LOW,60d,28,6,INSUFFICIENT_SUPPORT,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.05353347481759339,0.019719639518045562,0.5714285714285714,-0.057738210572073186,-0.046927830582205954,0.39285714285714285,0.1294145427623455,-0.02452645293082889,0.1200157114365355,0.016917679715692444,0.0203748225748362,0.0866921270603506,0.027536316673243695,-0.00043770586196424655,0.10750465549715103,0.013183025765956298,-0.08357694107334752,-0.03189948007079885,0.03608901773303999,-0.12847268532883158,0.012996264184685198,-0.020860629744980597,0.07272721028333073,-0.01918827337703538,0.10507143184128698,-0.14817052752350546,0.011374067084743644,-0.16895558102413297,0.044413000104033394,-0.005490538109222176,-0.017756519374975133,-0.019387755102040827
CYCLICAL,VALUATION,LOW,120d,27,6,INSUFFICIENT_SUPPORT,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.21302340946365886,0.13663846232215238,0.7037037037037037,0.00425193880646963,-0.06046753987575615,0.4444444444444444,0.39751046490998176,-0.015436706662577404,0.31541053978219635,0.07122976105357182,0.0734130777986581,0.35263374112865964,0.06656170902100068,0.08256245978249752,0.34348435914482023,0.07275331549800232,-0.13834455956961492,0.14684843718255416,0.052847522101053056,-0.09932920451159437,0.10783308212453362,0.062102037333734206,0.3334248168171725,0.05066664303337709,0.2046854610622746,-0.09636402016116052,0.1407917624515579,-0.18087039793793136,0.04922349042333729,0.08258430194438571,-0.02620731444015001,0.009298000929800043
CYCLICAL,VALUATION,LOW,252d,26,6,INSUFFICIENT_SUPPORT,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.7983899337299325,0.26857934860119004,0.8846153846153846,0.2910116857219265,-0.07887885365779956,0.4230769230769231,1.591871845015534,0.15888156660273972,0.836875456233916,0.47708596465400005,-0.13669855699190758,1.7334784244517727,0.2859472623770798,0.23793329947085606,1.358846567989009,0.4474779795073329,-0.5860451541124461,1.168068525556299,0.22393082198253286,-0.1478927253638379,0.7299160968076909,0.21541833030987578,1.1514020678695167,0.20426947182523403,0.4316949886307253,-0.2731367784700107,0.8867023500820801,-0.2788858141323703,0.201844300498349,0.16906607249483363,-0.019738785042277662,-0.002361673414304988
CYCLICAL,VALUATION,LOW,504d,18,5,INSUFFICIENT_SUPPORT,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.4724774401503282,0.2980855831364938,0.9444444444444444,-0.1766526685484824,-0.16414709468031452,0.2777777777777778,0.5630764659136339,0.11208293334920344,0.79438407523796,0.20436440361364977,0.07192320906757466,0.8730316712330818,0.1393335894962808,0.19938360473761785,0.7455712755630386,0.07256791326972936,-0.31888577855715194,-0.03441955853981288,0.1368488756852249,-0.4448764648915232,0.09157112779455842,0.0855255062311795,0.903477882126712,0.20336054427633465,0.7501609808616402,-0.4405837861346009,-0.052654405264822124,-0.47000115016804234,-0.05452739110118132,0.17666975906553473,-0.019016235369036516,-0.11331133113311331
CYCLICAL,VALUATION,NORMAL,60d,26,5,INSUFFICIENT_SUPPORT,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.11415586610191264,0.08460959335327833,0.6538461538461539,0.027207116461811915,0.010843635048304656,0.5,0.2670259142384895,-0.05083545190543623,0.21423827568463882,0.07438879354154368,-0.03164616923951297,0.25995790144333825,0.06379927563161533,-0.010890714136053414,0.2392024463398787,0.05990084773896478,-0.09019854510655906,0.14461277803018288,0.04714372612608377,-0.06519458674531228,0.1196088196689361,-0.015815832428957288,0.347985404611149,-0.03527582634314763,0.21229042178175006,-0.18334175031117883,0.2025008136195492,-0.11608492668308656,0.15113758225375018,0.059399415726010596,0.04001494625553548,0.08775510204081632
CYCLICAL,VALUATION,NORMAL,120d,26,5,INSUFFICIENT_SUPPORT,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.24215643654690783,0.09719805485773103,0.6538461538461539,0.09473556262425015,-0.037750944629105,0.4230769230769231,0.6046720921951957,-0.06164290250199361,0.2617011824947376,0.19813356434523746,-0.1461853495697576,0.6304982226635732,0.13125686045944074,-0.01510700995359604,0.4994198830474117,0.1545023978942751,-0.20808913724852907,0.39756026249702936,0.0994523687920745,-0.10019108020821588,0.28966220545671617,0.05723200881600654,1.1382937576875736,-0.0735324930611736,0.28787881306486396,-0.08847751843357393,0.8484618231390486,-0.0714732632648013,0.09631963203028066,0.04314389447996436,-0.003490719193498859,-0.012069520437721304
CYCLICAL,VALUATION,NORMAL,252d,24,5,INSUFFICIENT_SUPPORT,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.5394866875682341,0.20662857102865229,0.7083333333333334,0.17021733349136478,-0.05493986271942164,0.4166666666666667,1.2822138273570862,-0.014717954677788414,0.5218966689068778,0.3137242776313009,-0.07541289658911565,1.154386271725584,0.2765578861974109,-0.0025667693786911583,1.0815401445151593,0.26168355849313746,-0.34268244115518465,0.6831171081379143,0.23180030233061694,-0.28411125907664436,0.624545926059374,0.08433963564543823,0.4357065266459013,-0.001435767183678679,0.4232425077184083,-0.15211859061223443,0.5365687342962064,-0.27491764069957175,0.163960946164164,0.10711529492229588,0.004200205896100262,-0.008771929824561375
CYCLICAL,VALUATION,NORMAL,504d,22,4,INSUFFICIENT_SUPPORT,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.34057105599872944,0.11500908197862758,0.6818181818181818,-0.2797491654161277,-0.3152230518739672,0.36363636363636365,0.660941079416125,-0.043026999874334504,0.6633347271020248,0.18157458154149933,-0.015315123822609245,0.6964572358200681,0.09083324519616257,0.16253789541425082,0.5186042165832081,0.18817089133074863,-0.648564112424395,0.08906578159213957,0.13768620181850907,-0.5496141209804055,-0.009884209851849957,-0.025190931291649066,0.3567071688601604,-0.04897235606856298,0.3262309547655846,-0.5814944973783613,-0.046589789099424794,-0.6125990814462625,0.10662861754319652,-0.006406742092331497,-0.1700921925626892,-0.027452745274527457
CYCLICAL,VALUATION,HIGH,60d,83,6,SUPPORTED,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.1294785977416051,-0.03039203297299431,0.4578313253012048,0.05488567774811665,-0.040007735869574956,0.3493975903614458,0.5073096731926713,-0.09526112883670373,0.11126347355604294,0.05814421248383209,0.015515941273294212,0.24344125420991602,0.07684736822111311,-0.02114224397177658,0.28009943945498683,0.06103905629001224,-0.06475087258030734,0.17452222807654064,0.07040489261832605,-0.08310791178380242,0.1928792672800357,-0.03773220529369292,0.047221012076400726,-0.06435416308616473,0.06568373982718745,-0.07049615344403182,-0.006919873687384337,-0.1511025656267445,-4.012721111412709e-05,-0.05560221060026205,-0.010836424662344135,-0.06284730759773788
CYCLICAL,VALUATION,HIGH,120d,78,5,SUPPORTED,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.300242748489913,-0.05197927430229071,0.3717948717948718,0.1646708776751656,-0.07918372294894593,0.3333333333333333,1.1669458280539224,-0.17644306678565144,0.1594476789492567,0.142416398591791,0.02110660725000263,0.5793788897298233,0.19829375594205068,-0.08841301315650629,0.6888985101363323,0.140677814975782,-0.11105763967736712,0.4403993950276983,0.17452286826081181,-0.17739394411602552,0.5067356994663568,-0.07715258214029297,-0.02398792889266077,-0.1166666028446739,0.08351139027810761,-0.10268327846942776,-0.03766662255441419,-0.1811181183355589,-0.02997706412789647,-0.10603343468005738,-0.044923497513339794,-0.10181311018131106
CYCLICAL,VALUATION,HIGH,252d,70,5,SUPPORTED,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.7897067899259699,-0.08189586576032215,0.38571428571428573,0.5110677006493269,-0.11302392625936575,0.34285714285714286,2.337385558499418,-0.2567338072193055,0.2682304540803006,0.3958297793073205,0.013880422483621757,1.565533157368318,0.4366258710966141,-0.06607991742339381,1.6454934972753334,0.3924467429221734,-0.25812791547813296,1.2802633167767867,0.37037698179468204,-0.21487118366824987,1.2370065849669039,-0.12815160929802155,-0.05205213794760466,-0.20324106757363347,0.0528807449415889,-0.1486444176774162,-0.02101477150994724,-0.43075912532615757,-0.017298378736792228,-0.18140914186667856,-0.05388385764384385,-0.0825814536340852
CYCLICAL,VALUATION,HIGH,504d,54,5,SUPPORTED,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.5961815596490331,-0.1379524532693976,0.3148148148148148,0.03693011421084643,-0.25223201007901835,0.24074074074074073,2.048022452869672,-0.27717272082030425,0.16342252011877195,0.437129143618652,-0.26059156184352483,1.452954681141591,0.3950688292156793,-0.17815334561369833,1.3705164649117645,0.440365273396444,-0.8261858216461837,0.9000460500678766,0.2884449082406496,-0.5284219059408267,0.6022821343625196,-0.19647816262609685,-0.020459367968183373,-0.22027754394263344,-0.0049314682500271045,-0.8284836097101749,-0.14406060940394738,-0.8760435233044294,-0.11377365438506759,-0.25936827734035667,-0.10710115076774035,-0.15034836817015038
CYCLICAL,VALUATION,NOT_MEANINGFUL,60d,108,6,SUPPORTED,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.06469316806348362,0.033823636726769135,0.5925925925925926,0.010531181066883069,-0.017405911703137544,0.4444444444444444,0.1914074580788522,-0.04419920507136055,0.1553532765535724,0.007786227047055365,0.0494321630512551,0.07995417307571213,0.02205926514046022,0.021457008388181584,0.10792932773878565,0.008967260182823423,-0.007044648891450837,0.028107011025216976,0.018300928479234316,-0.02533863875241619,0.04640100088618233,0.006399094914199127,0.06396910469650095,-0.00934584545935857,0.07009259164588288,-0.031939101870509745,0.010344363926535441,-0.05648763321906625,0.010816386779157819,0.008613459099501397,0.011765399504093277,0.032199546485260744
CYCLICAL,VALUATION,NOT_MEANINGFUL,120d,108,6,SUPPORTED,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.14938562363011898,0.09589647816315583,0.6481481481481481,0.06003290128746766,0.0016338661404207144,0.5092592592592593,0.3697503744285299,-0.07149063051926116,0.2500001516511942,0.024451096269743414,0.10146147494142188,0.19730977231881608,0.046536828135902035,0.05817344048375099,0.24059780677648696,0.02111605977015887,0.018645424137956272,0.10142037843697904,0.037936674824995256,-0.014322981369523036,0.13438878394445836,0.05899929579102414,0.1485319499967372,0.046781721988913366,0.14663717408042776,-0.01386973594310903,0.03981879880578733,-0.030971342373711807,0.0716942080717157,0.04184231778538916,0.035894091576026854,0.07411281574461492
CYCLICAL,VALUATION,NOT_MEANINGFUL,252d,108,6,SUPPORTED,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.527992427505823,0.13603110044774303,0.6203703703703703,0.35812798447805627,-0.015944291990494075,0.48148148148148145,1.5876986243839293,-0.13404578860214833,0.40426446499903973,0.1956560686149076,0.14450653302060407,0.9114783219910418,0.20397096309944618,0.1282093398309085,0.9277755151807374,0.1792937306356674,0.00671227243214817,0.7095436965239643,0.18393325645854663,-0.002381198180695099,0.7186371671368077,0.09743197688240235,0.16101596461309534,0.0001102348992727542,0.21287861005654168,-0.04092055330985633,0.03065399746837128,-0.08371956580251425,0.06884630439374946,0.03651782434138662,0.043195776625027826,0.056042884990253394
CYCLICAL,VALUATION,NOT_MEANINGFUL,504d,108,6,SUPPORTED,30,5,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,1.4746661743920186,0.2473763330126716,0.6666666666666666,1.045205960102349,-0.005108341039124165,0.49074074074074076,3.117963538993878,-0.08722825547782204,1.0235424260041894,0.6074462543209744,0.2840715159229088,2.6652608328611285,0.4018168141360428,0.6871052186853748,2.2622271300986627,0.5855349946021352,-0.10244262931783599,2.192854549522534,0.35917721884136783,0.341218611173268,1.7491933090314298,0.07643543428011841,0.5097973852623581,0.04103155329569996,0.4682705314775684,-0.1404969908897482,0.21224163409065322,-0.17767690925137586,0.14441822041156893,0.1259605089417125,0.14002251827215384,0.09965163182984965
