dimension,bucket,horizon,observations,unique_issuers,support_status,support_min_observations,support_min_issuers,uncertainty_contract,mean_return,median_return,positive_return_rate,mean_excess_return,median_excess_return,outperform_0050_rate,standard_deviation,p25_return,p75_return,issuer_cluster_mean_return_se,issuer_cluster_mean_return_ci95_low,issuer_cluster_mean_return_ci95_high,time_cluster_mean_return_se,time_cluster_mean_return_ci95_low,time_cluster_mean_return_ci95_high,issuer_cluster_mean_excess_se,issuer_cluster_mean_excess_ci95_low,issuer_cluster_mean_excess_ci95_high,time_cluster_mean_excess_se,time_cluster_mean_excess_ci95_low,time_cluster_mean_excess_ci95_high,issuer_cluster_median_return_ci95_low,issuer_cluster_median_return_ci95_high,time_cluster_median_return_ci95_low,time_cluster_median_return_ci95_high,issuer_cluster_median_excess_ci95_low,issuer_cluster_median_excess_ci95_high,time_cluster_median_excess_ci95_low,time_cluster_median_excess_ci95_high,analysis_type,scope,top_five_positive_return_contribution,median_return_lift_vs_all,median_excess_return_lift_vs_all,outperform_rate_lift_vs_all,concentration_group_count,largest_group,largest_group_observation_share,herfindahl_index
FUNDAMENTAL_STATE,ALL,120d,1422,37,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.20487765797304747,0.07551004535475225,0.6722925457102672,0.08286359028432148,-0.002719351866902864,0.49226441631504925,0.49174281305038564,-0.037573764870252574,0.2797337937611457,0.0191319482349219,0.16737903943260055,0.2423762765134944,0.03726224349903183,0.13184366071494508,0.27791165523114986,0.018829289192927902,0.04595818346618279,0.11976899710246017,0.022121509929699874,0.039505430822109736,0.12622174974653322,0.05569030999736131,0.10823811407118472,0.04702542524327083,0.11222588084648356,-0.023613828093722453,0.025026698595430608,-0.024160033217793142,0.018738268952801274,RETURN_SENSITIVITY,EX_TSMC,0.06364455251530117,0.0,0.0,0.0,,,,
FUNDAMENTAL_STATE,IMPROVING,120d,319,36,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.25083925972332527,0.1236844013259677,0.6833855799373041,0.10813554586966707,0.0378436920218197,0.554858934169279,0.45438267456053155,-0.02856687385115586,0.3600257796202254,0.03772343171150246,0.17690133356878046,0.3247771858778701,0.05568155126808979,0.14170341923786928,0.35997510020878126,0.03183696371240139,0.04573509699336035,0.1705359947459738,0.029977777540116282,0.04937910189103916,0.16689198984829498,0.07251138859758978,0.1744936087896062,0.04932838518266219,0.19372276818343775,-0.010724725764484414,0.06420460840371134,-0.012374520659055964,0.06912207155034389,RETURN_SENSITIVITY,EX_TSMC,0.06364455251530117,0.04817435597121544,0.04056304388872256,0.06259451785422976,,,,
FUNDAMENTAL_STATE,STABLE,120d,301,35,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.19966545073714712,0.08539182937437051,0.6877076411960132,0.07922938187239066,0.017575187588992236,0.5182724252491694,0.4409946958021196,-0.03963402633696067,0.31465508429695577,0.036709868878869574,0.12771410773456277,0.27161679373973147,0.047258937831120736,0.10703793258815048,0.29229296888614376,0.035522332600329186,0.009605609975745458,0.14885315376903585,0.031000003698536997,0.01846937462325815,0.13998938912152317,0.05218595606805243,0.1356374862430679,0.04314536903454921,0.1490237087305615,-0.046385607260809765,0.0679893257479216,-0.045600613646816335,0.05529849575896793,RETURN_SENSITIVITY,EX_TSMC,0.06364455251530117,0.009881784019618256,0.0202945394558951,0.02600800893412014,,,,
FUNDAMENTAL_STATE,DETERIORATING,120d,169,35,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.23931612499153704,0.07765705653621668,0.7041420118343196,0.06015496711584997,-0.07078299552810119,0.38461538461538464,0.6463855448461215,-0.02792627631365252,0.2661993905906417,0.05320329336186525,0.13503767000228115,0.3435945799807929,0.06161501746924112,0.11855069075182445,0.3600815592312496,0.052589509854321405,-0.04292047219861998,0.16323040643031994,0.057880119689654036,-0.053290067475871936,0.1736000017075719,0.030971454465594073,0.14163143895610106,0.04700848241719813,0.13035710964093727,-0.1062856431428075,0.0011939041265678352,-0.09640184062597858,-0.010054810406043613,RETURN_SENSITIVITY,EX_TSMC,0.06364455251530117,0.002147011181464431,-0.06806364366119833,-0.10764903169966461,,,,
FUNDAMENTAL_STATE,ALL,120d,1461,38,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.19942178637444083,0.07765705653621668,0.675564681724846,0.07777242606829628,-0.00022288326562658334,0.4976043805612594,0.4562985332243656,-0.03532605767244712,0.27950912659124905,0.01824756781761799,0.16365655345190958,0.23518701929697208,0.035482598623523175,0.1298758930723354,0.2689676796765462,0.017925377597426708,0.04263868597733993,0.11290616615925263,0.02050992088032238,0.03757298114286441,0.11797187099372813,0.05824076247093375,0.10634390567674651,0.052111980038798376,0.11833607810154623,-0.020038090336432612,0.021943077369259507,-0.020601164080589037,0.019950647074218446,RETURN_SENSITIVITY,TOP_1_RETURN_REMOVED,0.06364455251530117,0.0,0.0,0.0,,,,
FUNDAMENTAL_STATE,IMPROVING,120d,333,37,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.2470851708968681,0.12267516261794498,0.6876876876876877,0.10571032325923527,0.0301262141248424,0.5585585585585585,0.4474204181075242,-0.025751034919950566,0.3663788090650635,0.03637608625942291,0.1757880418283992,0.318382299965337,0.05463041938199077,0.1400095489081662,0.35416079288557,0.030622542258604838,0.04569014043236978,0.16573050608610074,0.02868627035246741,0.04948523336839915,0.16193541315007137,0.07428703962663064,0.1744185140721262,0.05399412755462372,0.19511959389967412,-0.0019115321778854662,0.06046717163843077,-7.145202012304175e-05,0.06721144941323154,RETURN_SENSITIVITY,TOP_1_RETURN_REMOVED,0.06364455251530117,0.04501810608172829,0.030349097390468982,0.06095417799729913,,,,
FUNDAMENTAL_STATE,STABLE,120d,312,36,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.1995786526770013,0.09307642594721266,0.6923076923076923,0.07756453146127495,0.018495860885053506,0.5224358974358975,0.43519016698683505,-0.039216444320640365,0.31481837436176396,0.035402867461008014,0.1301890324534256,0.268968272900577,0.04679205384920584,0.10786622713255788,0.29129107822144473,0.034321951417155105,0.01029350668365095,0.14483555623889896,0.029563776774796643,0.019619528982673537,0.13550953393987636,0.056116176912009035,0.13245516719544326,0.04224359689363871,0.15022965905001168,-0.03817756022972518,0.06860945949048196,-0.028612231719778825,0.052496745802595245,RETURN_SENSITIVITY,TOP_1_RETURN_REMOVED,0.06364455251530117,0.015419369410995976,0.01871874415068009,0.024831516874638082,,,,
FUNDAMENTAL_STATE,DETERIORATING,120d,171,36,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.20349008913445757,0.07843122511961487,0.7076023391812866,0.025511217310337828,-0.06765754148143155,0.391812865497076,0.414664514364243,-0.027672731236493442,0.27408615293579375,0.03836135138558371,0.1283018404187135,0.27867833785020163,0.04161232660974471,0.12192992897935793,0.2850502492895572,0.03739552297290674,-0.047784007716559385,0.09880644233723504,0.03909812379780863,-0.051121105333367084,0.10214353995404274,0.03291652630371395,0.1387031223398981,0.050587807712714664,0.1314499460824936,-0.09971097595148208,-0.00016486577610786077,-0.1031158020282914,-0.01138992464224748,RETURN_SENSITIVITY,TOP_1_RETURN_REMOVED,0.06364455251530117,0.0007741685833981826,-0.06743465821580497,-0.10579151506418338,,,,
FUNDAMENTAL_STATE,ALL,120d,1457,38,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.18903716133079818,0.07666333851026375,0.6746739876458476,0.06800787429054536,-0.0004074299027447825,0.4962251201098147,0.4073356679162508,-0.03582197918186336,0.27619050178144033,0.017702038060251484,0.15434116673270526,0.2237331559288911,0.032676123813660134,0.12499195865602432,0.25308236400557205,0.017374661481923803,0.03395353778597471,0.10206221079511602,0.01922369284370829,0.03032943631687711,0.10568631226421361,0.0572159399430477,0.10912632738327567,0.05114484172119085,0.11690371779401487,-0.022901371678004833,0.022456890364964788,-0.021085765067495175,0.019082540712297077,RETURN_SENSITIVITY,TOP_5_RETURNS_REMOVED,0.06364455251530117,0.0,0.0,0.0,,,,
FUNDAMENTAL_STATE,IMPROVING,120d,333,37,SUPPORTED,30.0,5.0,ISSUER_AND_ENTRY_QUARTER_CLUSTERED,0.2470851708968681,0.12267516261794498,0.6876876876876877,0.10571032325923527,0.0301262141248424,0.5585585585585585,0.4474204181075242,-0.025751034919950566,0.3663788090650635,0.03637608625942291,0.1757880418283992,0.318382299965337,0.05463041938199077,0.1400095489081662,0.35416079288557,0.030622542258604838,0.04569014043236978,0.16573050608610074,0.02868627035246741,0.04948523336839915,0.16193541315007137,0.07428703962663064,0.1744185140721262,0.05399412755462372,0.19511959389967412,-0.0019115321778854662,0.06046717163843077,-7.145202012304175e-05,0.06721144941323154,RETURN_SENSITIVITY,TOP_5_RETURNS_REMOVED,0.06364455251530117,0.04601182410768123,0.03053364402758718,0.06233343844874384,,,,
