symbol,company,sector,peer_group,financial_subtype,history_quarters,expected_quarters,missing_quarters,missing_quarter_periods,missing_metrics,eps_coverage,roe_coverage,fcf_coverage,valuation_coverage,price_coverage,pit_actual_date_coverage,pit_proxy_coverage,financial_completeness,current_state_usability,current_state,state_detail,data_quality,reason_codes,source_history_note,flags,period_end,as_of_date,announcement_date,available_date,retrieval_date,availability_method,source,source_version,source_hash
2454,聯發科,GENERAL,IC_DESIGN,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,True,DETERIORATING,DETERIORATING,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE_NOT_ESTABLISHED | CASH_CONVERSION_SUPPORTED | BALANCE_SHEET_RESILIENT | INTEREST_COVERAGE_SUPPORTED | DETERIORATION_CORROBORATED | HISTORICAL_VALUATION_HIGH | SIMPLIFIED_DCF_AVAILABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | LOW_QUALITY_GROWTH,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:14:16.032952+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,5c1cdf1912a0f99b1003f783f853f20137fbbbb2d38abd31f5ab3845b0ac1074
2603,長榮,CYCLICAL,SHIPPING,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.8333333333333334,1.0,1.0,0.0,1.0,0.8,False,UNKNOWN,UNKNOWN,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE_NOT_ESTABLISHED | CASH_CONVERSION_SUPPORTED | BALANCE_SHEET_RESILIENT | INTEREST_COVERAGE_SUPPORTED | SECTOR_LOGIC_CYCLICAL | MIXED_FUNDAMENTAL_DIRECTION | VALUATION_SECTOR_CYCLICAL_NORMALIZED_EPS | SIMPLIFIED_DCF_AVAILABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | NORMALIZED_EARNINGS_REQUIRED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:14:15.429361+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,60429015962d3fac3c715e49833d9d001f0e1a8fe70d04dc534228328b98ac94
2880,華南金,FINANCIAL,BANK_HOLDING,BANK_HOLDING,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:14:15.623488+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,2d567c145f960ee24283081d80853e507b3490390f9cbdae3202004e0938c0e9
2881,富邦金,FINANCIAL,INSURANCE_HEAVY_FINANCIAL_HOLDING,INSURANCE_HEAVY,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_ROE_MAPPING_ANOMALY | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:14:15.837342+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,0fb8e57fbfbb4ba15d31ffe9ad157b00156315642541ec369042e86c1f572919
2882,國泰金,FINANCIAL,INSURANCE_HEAVY_FINANCIAL_HOLDING,INSURANCE_HEAVY,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_ROE_MAPPING_ANOMALY | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:15:31.902141+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,5d5ce4f4a474684bbcb163a58ac008fd64e8e6566af000653960df3df1fffbf6
2883,凱基金,FINANCIAL,DIVERSIFIED_FINANCIAL_HOLDING,BANK_HOLDING,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_ROE_MAPPING_ANOMALY | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:15:32.291875+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,1a29ddea1f62831b6a3761bb4daa66fe47b1b445b6f108da8648403093c55533
2884,玉山金,FINANCIAL,BANK_HOLDING,BANK_HOLDING,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:15:32.100111+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,0d5618af1492bec6104ac7da833e52c01762a6649719e714485ffbc95eb1306f
2885,元大金,FINANCIAL,DIVERSIFIED_FINANCIAL_HOLDING,BANK_HOLDING,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:15:32.309736+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,2df33d60c7c58ac76c65e8b7cd2e647fe89128de866a997ad83cd3b4c47faf1c
2886,兆豐金,FINANCIAL,BANK_HOLDING,BANK_HOLDING,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:15:31.965418+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,8f3eaf2f947b2465e260569b483764cad4587f566e04992b5f7516ad985ace12
2887,台新新光金,FINANCIAL,INSURANCE_HEAVY_FINANCIAL_HOLDING,INSURANCE_HEAVY,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_ROE_MAPPING_ANOMALY | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:15:32.408867+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,d634fefae630acce23ee2f799f1e5e8f792f67c87706ea7f5f771a00574ba506
2890,永豐金,FINANCIAL,BANK_HOLDING,BANK_HOLDING,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.8571428571428571,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:15:32.378853+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,a80458d40a1dc1b1a65a1a80fdaca2e3d4fee76ba3a54fc74a026db5b61c0a59
2891,中信金,FINANCIAL,BANK_HOLDING,BANK_HOLDING,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_ROE_MAPPING_ANOMALY | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:15:32.253323+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,8fee67859b8de03483909a0a6dd710542a632d709765a866db5b5d305eca8411
2892,第一金,FINANCIAL,BANK_HOLDING,BANK_HOLDING,42,42,0,,roic | ttm_fcf,0.8809523809523809,0.9047619047619048,0.0,1.0,1.0,0.0,1.0,0.6,False,UNKNOWN,UNKNOWN,INSUFFICIENT,SECTOR_LOGIC_FINANCIAL | FINANCIAL_STATE_UNSUPPORTED | FINANCIAL_CORE_MISSING_EPS | FINANCIAL_CORE_MISSING_BVPS | FINANCIAL_CORE_DATA_INSUFFICIENT | VALUATION_SECTOR_FINANCIAL_PB_PRIMARY,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | FINANCIAL_NIM_NPL_CAPITAL_ADEQUACY_UNAVAILABLE | GENERAL_FCF_LOGIC_NOT_APPLIED | FINANCIAL_STATE_UNSUPPORTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:16:52.262462+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,2d084474b1df2b8d387d39935f16e45a8d4e3c9e826d9a3ad26b7054ceb87a80
3008,大立光,GENERAL,OPTICS,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,False,UNKNOWN,UNKNOWN,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE | CASH_CONVERSION_SUPPORTED | BALANCE_SHEET_RESILIENT | INTEREST_COVERAGE_SUPPORTED | MIXED_FUNDAMENTAL_DIRECTION | HISTORICAL_VALUATION_NORMAL | SIMPLIFIED_DCF_AVAILABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:16:52.622000+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,8682e10064d9706101eccf640d239f2e2cdd2b2ebce16adb74a634f02884f9b8
3017,奇鋐,GENERAL,THERMAL_MANAGEMENT,,42,42,0,,,0.9285714285714286,0.8571428571428571,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,True,STABLE,MATURE_GROWTH,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE | CASH_CONVERSION_SUPPORTED | BALANCE_SHEET_RESILIENT | INTEREST_COVERAGE_SUPPORTED | SUSTAINED_GROWTH_EIGHT_PERIODS | HISTORICAL_VALUATION_HIGH | SIMPLIFIED_DCF_AVAILABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:16:52.526434+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,bfa3545d9a3aa4a374f0a34229d52d001269a6c81db1353375a002ad771785e0
3037,欣興,GENERAL,PCB,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,True,IMPROVING,TURNING_UP,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE | CASH_CONVERSION_SUPPORTED_NOT_ESTABLISHED | BALANCE_SHEET_RESILIENT | INTEREST_COVERAGE_SUPPORTED | EARLY_REVENUE_RECOVERY | RECOVERY_CORROBORATED | HISTORICAL_VALUATION_NORMAL | SIMPLIFIED_DCF_NOT_APPLICABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | EARNINGS_QUALITY_REVIEW,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:16:53.004591+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,243cf38159181f81bfa92c7db766eef50e3fcbf62eaf8a9607c33da07a1e45d6
3045,台灣大,GENERAL,TELECOM,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,True,IMPROVING,TURNING_UP,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE | CASH_CONVERSION_SUPPORTED | BALANCE_SHEET_RESILIENT_NOT_ESTABLISHED | INTEREST_COVERAGE_NOT_ESTABLISHED | EARLY_REVENUE_RECOVERY | RECOVERY_CORROBORATED | HISTORICAL_VALUATION_NORMAL | SIMPLIFIED_DCF_AVAILABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:16:53.013182+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,b91213dad1b59b9efe495a5ea676dbc141b390284bdf5821cbb61ff1c7f0c17d
3231,緯創,GENERAL,COMPUTER_HARDWARE,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,True,STABLE,MATURE_GROWTH,PARTIAL,FCF_PERSISTENCE_WEAK | SUSTAINED_GROWTH_EIGHT_PERIODS | HISTORICAL_VALUATION_NORMAL | SIMPLIFIED_DCF_NOT_APPLICABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | EARNINGS_QUALITY_REVIEW,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:16:52.281087+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,84340cac562c7ff4370898c5edf00f41a66df4737f4232f2996cfba18a1b4472
3443,創意,GENERAL,IC_DESIGN,,42,42,0,,roic,0.9285714285714286,0.9047619047619048,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,False,IMPROVING,TURNING_UP,INSUFFICIENT,METRIC_COVERAGE_INSUFFICIENT_ROIC | EARLY_REVENUE_RECOVERY | RECOVERY_CORROBORATED | HISTORICAL_VALUATION_HIGH | SIMPLIFIED_DCF_AVAILABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | LOW_QUALITY_GROWTH,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:16:52.209778+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,694115531f8be672523a967873331317636e3b71a85504dd0cd88568f4ae9e46
3653,健策,GENERAL,THERMAL_MANAGEMENT,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,True,STABLE,MATURE_GROWTH,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE | CASH_CONVERSION_SUPPORTED | BALANCE_SHEET_RESILIENT | INTEREST_COVERAGE_SUPPORTED | SUSTAINED_GROWTH_EIGHT_PERIODS | HISTORICAL_VALUATION_HIGH | SIMPLIFIED_DCF_AVAILABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | EARNINGS_QUALITY_REVIEW,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:16:52.156917+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,3f8cd05c273831689deb1fd66c3c8fb1faf835e14687bc7deb34cd056400b633
3661,世芯-KY,GENERAL,IC_DESIGN,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.7380952380952381,1.0,1.0,0.0,1.0,0.8,False,UNKNOWN,UNKNOWN,INSUFFICIENT,METRIC_COVERAGE_INSUFFICIENT_ROIC | METRIC_COVERAGE_INSUFFICIENT_TTM_FCF | MIXED_FUNDAMENTAL_DIRECTION | HISTORICAL_VALUATION_NORMAL | SIMPLIFIED_DCF_NOT_APPLICABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:18:24.424062+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,535c0ca40e96df875cf42ebda9dd7cd9f2eed88ff1a5876e12e18659856a2634
3665,貿聯-KY,GENERAL,INTERCONNECT,,42,42,0,,,0.9285714285714286,0.9047619047619048,0.9285714285714286,1.0,1.0,0.0,1.0,0.8,True,STABLE,CONFIRMED_GROWTH,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE | CASH_CONVERSION_SUPPORTED | BALANCE_SHEET_RESILIENT_NOT_ESTABLISHED | INTEREST_COVERAGE_NOT_ESTABLISHED | GROWTH_CONFIRMED_THREE_PERIODS | HISTORICAL_VALUATION_HIGH | SIMPLIFIED_DCF_AVAILABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED | EARNINGS_QUALITY_REVIEW,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:18:24.135707+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,17bcfbdacd87b96d8939600218b606ad77b577699c173d9ef2bfdbc7ff300e12
3711,日月光投控,GENERAL,SEMICONDUCTOR_PACKAGING,,37,42,5,2016-03-31 | 2016-06-30 | 2016-09-30 | 2016-12-31 | 2017-03-31,,0.7142857142857143,0.7142857142857143,0.6904761904761905,1.0,1.0,0.0,1.0,0.8,True,IMPROVING,TURNING_UP,PARTIAL,PROFITABILITY_DURABLE | GROWTH_DURABLE | CASH_CONVERSION_SUPPORTED | BALANCE_SHEET_RESILIENT_NOT_ESTABLISHED | INTEREST_COVERAGE_NOT_ESTABLISHED | EARLY_REVENUE_RECOVERY | RECOVERY_CORROBORATED | HISTORICAL_VALUATION_HIGH | SIMPLIFIED_DCF_NOT_APPLICABLE,,AVAILABLE_DATE_PROXY | ANNOUNCEMENT_DATE_UNAVAILABLE | ADJUSTED_RETURN_SECONDARY_SOURCE | RAW_PRICE_RETAINED | UNIVERSE_SOURCE_RECONSTRUCTED,2026-06-30,2026-09-03,,2026-08-29,2026-09-04T03:18:24.258765+00:00,AVAILABLE_DATE_PROXY,FinMind v4 (TWSE/MOPS-derived vendor dataset),FinMind API v4 normalized-contract-0.1.1,e942a6295680d3736af47d6a8945d1c882c8dbc5bf93dbc053099a403fb7b11b
